Frequency (Hz),Amplitude (Vrms),Amplitude (dB)
7800.0,0.7253905095028534,-2.7885626144022706
7900.0,0.5915504227081443,-4.5601646193336585
8000.0,1.5115900016103825,3.588680212407274
8100.0,0.9226987063147307,-0.6988017659560082
8200.0,1.0850631613333745,0.7091003825040045
8300.0,0.549456064931459,-5.201340569640865
8400.0,0.32385744977703756,-9.792922166101375
8500.0,1.3220700591200958,2.425089397750521
8600.0,0.96711519922595,-0.2904358252945251
8700.0,1.1841398146008704,1.4680596748530739
8800.0,0.6891590963879968,-3.2336101421736596
8900.0,0.3562210218929626,-8.965609096492356
9000.0,1.1127421421606012,0.927890722260726
9100.0,0.8658311540870384,-1.251335831646809
9200.0,1.180856609262882,1.4439432937396421
9300.0,0.9648129125380397,-0.31113785600787436
9400.0,0.427003941932402,-7.3913623143930876
9500.0,0.7444450568798111,-2.5633469891024276
9600.0,0.5939927009406598,-4.524377833044024
9700.0,1.1199146889827458,0.9836988192118508
9800.0,1.194854763657204,1.5463023872712731
9900.0,0.46604076513238146,-6.631521867995661
10000.0,0.4344477198765812,-7.2412495550657185
10100.0,0.31869410168404216,-9.932519485426091
10200.0,1.1695356088976643,1.3602689865676745
10300.0,1.379480062931507,2.794308563560823
10400.0,0.5051396341357915,-5.931771092963885
10500.0,0.4862786742828709,-6.262295519346665
10600.0,0.24175848621267704,-12.332365447187785
10700.0,1.0866463704348692,0.7217646746338147
10800.0,1.2874330017160083,2.194492750510107
10900.0,0.3876696356889288,-8.230764277443452
11000.0,0.7867602401137324,-2.083151915955963
11100.0,0.4578448125761122,-6.78563404089695
11200.0,0.9104628480169564,-0.8147554230810801
11300.0,1.1067101212914927,0.8806776351158081
11400.0,0.3825456349214359,-8.346334984700462
11500.0,1.199481922806398,1.579874143464996
11600.0,0.7299942314324253,-2.7336114350300718
11700.0,0.6671820534794001,-3.5151128858732914
11800.0,0.7058764573605356,-3.0254260520842617
11900.0,0.5910697133533398,-4.56722587003699
12000.0,1.487729915679846,3.450481920220656
12100.0,0.7706552973461704,-2.262796639626066
12200.0,0.27705659701323687,-11.14863008728639
12300.0,0.2592715085414046,-11.724904108320244
12400.0,0.32507540642800126,-9.760317715964558
12500.0,0.8026848422041181,-1.9090987621122437
12600.0,0.3805726908937924,-8.391247580003542
12700.0,0.2273528689553311,-12.865991221608342
12800.0,0.2946463408787891,-10.613978958037674
12900.0,0.8307505432566489,-1.6105873209676451
13000.0,1.5050624140945617,3.5510902050457527
13100.0,0.5818883104541374,-4.703207345075671
13200.0,0.7278367624363764,-2.7593202467604576
13300.0,0.7657887546959868,-2.317820307661738
13400.0,0.83949406161845,-1.5196474322107494
13500.0,1.215311651540273,1.693753232578693
13600.0,0.26225200071820187,-11.625623797826716
13700.0,1.135692776195814,1.1052172675047682
13800.0,1.121212017390292,0.9937548794951749
13900.0,0.7033071889914659,-3.0570988667524492
14000.0,0.746644647669209,-2.5377208760045242
14100.0,0.08585961317976643,-21.32422144916912
14200.0,1.364235620986167,2.6977877005042505
14300.0,1.2745911751601966,2.107418144918936
14400.0,0.5370659472916485,-5.3994476645262175
14500.0,0.34157411557587797,-9.330300949827885
14600.0,0.38888109781232033,-8.203663318324976
14700.0,1.5729117012870744,3.934086865438513
14800.0,1.3495783588621353,2.603962110327989
14900.0,0.32747367575465886,-9.696472107859218
15000.0,0.5048913317883373,-5.936041708228299
15100.0,0.6924621085659478,-3.19207972297465
15200.0,1.4162341430992869,3.022701206200856
15300.0,1.081182721832119,0.6779819341613567
15400.0,0.5139903007988754,-5.780901524718481
15500.0,0.9728212663378907,-0.23933888164309536
15600.0,0.9088133355685509,-0.8305061783966634
15700.0,1.2604022822209804,2.010183617673567
15800.0,0.8201090332863913,-1.7225680887363195
15900.0,0.8075306944947411,-1.8568192202647527
16000.0,1.4145677436585615,3.0124750131389706
16100.0,1.0112359831111075,0.09705029687125692
16200.0,0.874148310294877,-1.1682975514587153
16300.0,0.36656359456256987,-8.71701338787154
16400.0,1.0670464638406156,0.5636666181177931
16500.0,1.6130096826659417,4.15273948809171
16600.0,0.8896322655844805,-1.0157894857525893
16700.0,0.5487655648000314,-5.212262971029789
16800.0,0.30226710328046713,-10.392182318815237
16900.0,1.2651544783022943,2.0428711423104393
17000.0,1.6250080196003844,4.217110172267515
17100.0,0.76682624713954,-2.30606060776223
17200.0,0.6767557564562533,-3.3913608290068824
17300.0,0.6856055923606498,-3.2785129721668294
17400.0,1.322397949608,2.4272433437211287
17500.0,1.418479116675462,3.0364589270091074
17600.0,0.5175450607579769,-5.721036635796901
17700.0,1.0924328032262285,0.7678946504209362
17800.0,1.0846802072215194,0.7060343082071451
17900.0,1.2592717237705393,2.002389032687135
18000.0,1.073553503193762,0.6164738690312729
18100.0,0.49901253860091005,-6.037770835940765
18200.0,1.4642671538072936,3.312406409310158
18300.0,1.2905418544996916,2.215441880564532
18400.0,1.0430398888121941,0.36601834801682803
18500.0,0.6215307836112511,-4.130747128963225
18600.0,0.7513176201410628,-2.483528516543459
18700.0,1.6785840409436663,4.498861795265129
18800.0,1.3283964430931796,2.466554081275545
18900.0,0.9107255026389539,-0.8122500379850341
19000.0,0.4067891875609621,-7.812611982467771
19100.0,1.0127026489190571,0.10963891924555975
19200.0,1.7538415089364132,4.879806890019901
19300.0,1.2176756126178088,1.7106321630952184
19400.0,0.8481919165633505,-1.4301174153669214
19500.0,0.8287379426724955,-1.6316555420229801
19600.0,1.229376815026843,1.7937003689549877
19700.0,1.536146580571793,3.728653169334526
19800.0,0.8533268066527462,-1.3776922220258594
19900.0,1.0352550304297226,0.3009469893902039
20000.0,1.2723529473720951,2.0921520035184478
20100.0,1.337969338561551,2.528923221615629
20200.0,1.2038736274314823,1.6116180143628587
20300.0,0.4885644150521304,-6.221563367344353
20400.0,1.2383749436526157,1.8570431248018968
20500.0,1.4860101877310252,3.4404357370864873
20600.0,1.253221655034087,1.9605578132611665
20700.0,0.8359229484647926,-1.5566750396961408
20800.0,0.3802306104380116,-8.39905846431825
20900.0,1.4304958419868834,3.1097319956485254
21000.0,1.5090155908822704,3.5738745370571072
21100.0,1.0766749315618525,0.6416920281117251
21200.0,0.6897223675327343,-3.2265137943009163
21300.0,0.8526860641822924,-1.384216696420636
21400.0,1.6273710407769284,4.229731668336935
21500.0,1.5057355947287872,3.554974339933356
21600.0,1.0196556983143383,0.1690710124122384
21700.0,1.0400675366855918,0.34123082170629154
21800.0,1.245245993807722,1.905103063987811
21900.0,1.584273090565521,3.996600912537554
22000.0,1.0957544650568452,0.7942649804698823
22100.0,0.8729209388607847,-1.1805017781434495
22200.0,1.301965396461978,2.291988834798772
22300.0,1.4005358626608848,2.9258846802820955
22400.0,1.421222509766801,3.0532415472792134
22500.0,0.7414919975710657,-2.597870633212254
22600.0,0.9699962573252111,-0.2645988286072655
22700.0,1.6211327896567953,4.196371801642169
22800.0,1.5020371955062777,3.5336137479508656
22900.0,1.1707350150919833,1.3691721541247956
23000.0,0.40684604613679815,-7.811398005257745
23100.0,1.2486706278443591,1.9289579208276302
23200.0,1.625874699456304,4.221741459464845
23300.0,1.3536692511052357,2.6302512786151566
23400.0,1.0845001155973302,0.7045920528449839
23500.0,0.6823915040676377,-3.319327777463605
23600.0,1.4052480338407343,2.9550597264116556
23700.0,1.5694292499335656,3.9148348485635163
23800.0,0.9565504707984375,-0.3858422040788629
23900.0,0.9740582425483264,-0.22830148539389275
24000.0,1.069193198318143,0.5811237465111764
24100.0,1.5038522708816047,3.544103519106657
24200.0,1.2584299366686311,1.9965808225617998
24300.0,0.8006835013265167,-1.9307824071574773
24400.0,1.2505180527281383,1.9417993134784712
24500.0,1.4668909443594125,3.3279565505804816
24600.0,1.5934104029535912,4.046552964649537
24700.0,0.8481354534222174,-1.430695644099604
24800.0,0.42170990513577383,-7.499723962831818
24900.0,0.976563467280195,-0.2059905294620458
